techs,carrier_out,carrier_in
HV_station_to_transmission_1,1,1
transmission_1_to_transmission_2,1,1
transmission_4_to_data_center_1,1,1
transmission_3_to_data_center_2,1,1
transmission_2_to_data_center_3,1,1
transmission_1_to_transmission_3,1,1
transmission_3_to_transmission_4,1,1
transmission_3_to_transmission_5,1,1
transmission_5_to_transmission_6,1,1
transmission_6_to_transmission_7,1,1
transmission_7_to_residential_demand,1,1
