minute,load_kw
161,557.6580082799999
162,557.65800828
163,555.42242484
164,554.18043312
165,555.42242484
166,553.1868414
167,550.95125796
168,550.70285796
169,550.70285796
170,545.98329108
171,545.7348910799999
172,545.48649108
173,547.97047452
174,549.2124662399999
175,553.9320331199999
176,555.42242484
177,556.66441656
178,556.66441656
179,556.66441656
180,555.67082484
181,555.42242484
182,550.95125796
183,550.95125796
184,549.70926624
185,548.21887452
186,549.46086624
187,555.17402484
188,550.95125796
189,551.19965796
190,553.6836414
191,552.69004968
192,551.6964579600001
193,553.9320414
194,554.92563312
195,554.92563312
196,555.9192248400001
197,556.9128165599999
198,556.66441656
199,555.42242484
200,554.18043312
201,551.6964496799999
202,551.69644968
203,552.9384414
204,553.1868414
205,554.4288331199999
206,554.92563312
207,554.92563312
208,554.67723312
209,554.4288331199999
210,553.1868414
211,554.18043312
212,554.18043312
213,551.1996579600001
214,551.1996579600001
215,551.1996579600001
216,552.19324968
217,546.23169108
218,549.21246624
219,546.9768828
220,548.21887452
221,548.2188745199999
222,553.1868414
223,553.4352414
224,555.67082484
225,553.6836413999999
226,552.6900496800001
227,550.45446624
228,550.20606624
229,550.20606624
230,551.1996579600001
231,549.70926624
232,552.9384414
233,552.19324968
234,552.19324968
235,553.1868414
236,553.4352414000001
237,553.4352414
238,554.18043312
239,555.42242484
240,553.1868414
241,552.19324968
242,549.70926624
243,550.9512579599999
244,547.7220828
245,548.71567452
246,550.7028579600001
247,550.9512579599999
248,549.70926624
249,552.9384414
250,551.94484968
251,553.1868413999999
252,554.42883312
253,555.67082484
254,553.1868413999999
255,555.42242484
256,554.18043312
257,555.1740248399999
258,552.6900413999999
259,552.9384414
260,551.69644968
261,550.70285796
262,550.7028579599998
263,553.1868413999999
264,553.4352414
265,554.67723312
266,555.91922484
267,554.9256331199999
268,553.6836414
269,553.4352414
270,553.4352414
271,554.4288331199999
272,554.18043312
273,554.18043312
274,555.17402484
275,555.1740248399999
276,553.93203312
277,555.17402484
278,556.41601656
279,556.41601656
280,555.4224248400001
281,555.42242484
282,553.1868414
283,553.1868413999999
284,553.4352414000001
285,552.44164968
286,550.20606624
287,551.19965796
288,550.20606624
289,550.2060662400002
290,552.19324968
291,551.44805796
292,551.44805796
293,552.4416496800001
294,551.44805796
295,550.2060662400002
296,553.1868413999999
297,554.42883312
298,554.42883312
299,556.41601656
300,555.42242484
301,556.66441656
302,555.42242484
303,555.42242484
304,555.42242484
305,557.65800828
306,557.65800828
307,558.9
308,556.66441656
309,556.6644165599998
310,555.42242484
311,555.42242484
312,554.18043312
313,556.41601656
314,556.41601656
315,557.65800828
316,557.65800828
317,558.9
318,558.9
319,558.9
320,558.9
321,558.9
322,557.65800828
323,557.65800828
324,556.41601656
325,556.41601656
326,553.4352414000001
327,553.6836414
328,551.44805796
329,552.6900496799999
330,550.20606624
331,552.1932496799999
332,552.19324968
333,552.19324968
334,552.19324968
335,553.4352414
336,554.42883312
337,554.42883312
338,556.66441656
339,556.6644165600001
